   7.00 keV   2.741E-01  2.751E-01  143.55 um    38.07 um    30.25 um  
   8.00 keV   2.931E-01  2.565E-01  166.03 um    42.55 um    34.50 um  
   9.00 keV   3.108E-01  2.406E-01  188.61 um    46.80 um    38.68 um  
  10.00 keV   3.277E-01  2.269E-01  211.20 um    50.85 um    42.79 um  
  11.00 keV   3.436E-01  2.149E-01  233.75 um    54.71 um    46.81 um  
  12.00 keV   3.589E-01  2.043E-01  256.22 um    58.38 um    50.75 um  
  13.00 keV   3.736E-01  1.948E-01  278.59 um    61.89 um    54.59 um  
  14.00 keV   3.877E-01  1.863E-01  300.84 um    65.23 um    58.34 um  
  15.00 keV   4.013E-01  1.786E-01  322.93 um    68.43 um    61.99 um  
  16.00 keV   4.144E-01  1.716E-01  344.87 um    71.48 um    65.56 um  
  17.00 keV   4.275E-01  1.653E-01  366.63 um    74.41 um    69.03 um  
  18.00 keV   4.402E-01  1.594E-01  388.20 um    77.21 um    72.42 um  
  20.00 keV   4.647E-01  1.490E-01  430.78 um    82.55 um    78.93 um  
  22.50 keV   4.939E-01  1.380E-01  482.89 um    88.69 um    86.62 um  
  25.00 keV   5.216E-01  1.287E-01  533.77 um    94.25 um    93.83 um  
  27.50 keV   5.480E-01  1.207E-01  583.45 um    99.33 um   100.60 um  
  30.00 keV   5.734E-01  1.138E-01  631.96 um   103.97 um   106.98 um  
  32.50 keV   5.977E-01  1.077E-01  679.35 um   108.25 um   112.99 um  
  35.00 keV   6.213E-01  1.023E-01  725.69 um   112.20 um   118.67 um  
  37.50 keV   6.440E-01  9.748E-02  771.01 um   115.86 um   124.05 um  
  40.00 keV   6.659E-01  9.315E-02  815.36 um   119.26 um   129.15 um  
  45.00 keV   7.079E-01  8.566E-02  901.39 um   125.68 um   138.61 um  
  50.00 keV   7.476E-01  7.941E-02  984.14 um   131.32 um   147.22 um  
  55.00 keV   7.851E-01  7.409E-02    1.06 mm   136.33 um   155.08 um  
  60.00 keV   8.206E-01  6.952E-02    1.14 mm   140.82 um   162.32 um  
  65.00 keV   8.545E-01  6.553E-02    1.22 mm   144.89 um   169.01 um  
  70.00 keV   8.867E-01  6.202E-02    1.29 mm   148.58 um   175.23 um  
  80.00 keV   9.467E-01  5.612E-02    1.43 mm   155.66 um   186.45 um  
  90.00 keV   1.012E+00  5.133E-02    1.56 mm   161.67 um   196.31 um  
 100.00 keV   1.104E+00  4.737E-02    1.68 mm   166.70 um   204.94 um  
 110.00 keV   1.179E+00  4.403E-02    1.80 mm   170.94 um   212.51 um  
 120.00 keV   1.246E+00  4.117E-02    1.91 mm   174.61 um   219.25 um  
 130.00 keV   1.308E+00  3.869E-02    2.01 mm   177.83 um   225.32 um  
 140.00 keV   1.366E+00  3.651E-02    2.11 mm   180.71 um   230.82 um  
 150.00 keV   1.423E+00  3.459E-02    2.21 mm   183.29 um   235.84 um  
 160.00 keV   1.477E+00  3.288E-02    2.30 mm   185.62 um   240.45 um  
 170.00 keV   1.529E+00  3.134E-02    2.39 mm   187.75 um   244.70 um  
 180.00 keV   1.580E+00  2.995E-02    2.48 mm   189.69 um   248.65 um  
 200.00 keV   1.678E+00  2.755E-02    2.64 mm   193.84 um   255.73 um  
 225.00 keV   1.794E+00  2.507E-02    2.84 mm   198.60 um   263.38 um  
 250.00 keV   1.904E+00  2.303E-02    3.03 mm   202.64 um   269.97 um  
 275.00 keV   2.008E+00  2.133E-02    3.20 mm   206.13 um   275.74 um  
 300.00 keV   2.105E+00  1.987E-02    3.37 mm   209.19 um   280.84 um  
 325.00 keV   2.198E+00  1.862E-02    3.53 mm   211.90 um   285.41 um  
 350.00 keV   2.285E+00  1.753E-02    3.68 mm   214.34 um   289.53 um  
 375.00 keV   2.368E+00  1.656E-02    3.83 mm   216.54 um   293.27 um  
 400.00 keV   2.446E+00  1.571E-02    3.97 mm   218.55 um   296.70 um  
 450.00 keV   2.590E+00  1.425E-02    4.25 mm   223.79 um   302.79 um  
 500.00 keV   2.721E+00  1.306E-02    4.51 mm   228.33 um   308.05 um  
 550.00 keV   2.847E+00  1.207E-02    4.75 mm   232.33 um   312.67 um  
 600.00 keV   2.961E+00  1.122E-02    4.99 mm   235.91 um   316.78 um  
 650.00 keV   3.064E+00  1.050E-02    5.22 mm   239.14 um   320.48 um  
 700.00 keV   3.158E+00  9.866E-03    5.45 mm   242.11 um   323.84 um  
 800.00 keV   3.317E+00  8.819E-03    5.87 mm   251.09 um   329.77 um  
 900.00 keV   3.443E+00  7.985E-03    6.29 mm   258.98 um   334.89 um  
   1.00 MeV   3.540E+00  7.304E-03    6.68 mm   266.11 um   339.43 um  
   1.10 MeV   3.611E+00  6.736E-03    7.07 mm   272.69 um   343.52 um  
   1.20 MeV   3.662E+00  6.255E-03    7.45 mm   278.86 um   347.27 um  
   1.30 MeV   3.696E+00  5.842E-03    7.83 mm   284.73 um   350.75 um  
   1.40 MeV   3.715E+00  5.484E-03    8.21 mm   290.37 um   354.02 um  
