0.14815   0.010   2.458e-010   1.475e-010 
0.19749   0.010   2.675e-009   5.349e-010 
0.21680   0.010   4.082e-009   8.164e-010 
0.24708   0.010   1.032e-008   2.064e-009 
0.25811   0.010   1.355e-008   2.711e-009 
0.27873   0.010   2.831e-008   5.662e-009 
0.29804   0.010   4.262e-008   8.524e-009 
0.30770   0.010   5.301e-008   1.060e-008 
0.31594   0.010   7.157e-008   1.431e-008 
0.32837   0.010   8.781e-008   1.756e-008 
0.33801   0.010   1.185e-007   2.371e-008 
0.34629   0.010   1.359e-007   2.717e-008 
0.35730   0.010   1.937e-007   3.873e-008 
0.36831   0.010   2.724e-007   5.447e-008 
0.37793   0.010   3.883e-007   7.766e-008 
0.38756   0.010   5.387e-007   1.077e-007 
0.39581   0.010   7.271e-007   1.454e-007 
0.40820   0.010   1.037e-006   2.073e-007 
0.41782   0.010   1.458e-006   2.916e-007 
0.42876   0.010   2.730e-006   5.460e-007 
0.43832   0.010   5.044e-006   1.009e-006 
0.44653   0.010   7.911e-006   1.582e-006 
0.45619   0.010   9.840e-006   1.968e-006 
0.46873   0.010   7.697e-006   1.539e-006 
0.47157   0.010   5.859e-006   1.172e-006 
0.47994   0.010   4.710e-006   9.420e-007 
0.48839   0.010   2.692e-006   5.385e-007 
0.49820   0.010   1.740e-006   3.480e-007 
0.52336   0.010   7.674e-007   1.535e-007 
0.54845   0.010   4.327e-007   8.653e-008 
0.57209   0.010   3.293e-007   6.586e-008 
0.59851   0.010   2.406e-007   4.812e-008 
0.62352   0.010   1.960e-007   3.921e-008 
0.64854   0.010   1.554e-007   3.109e-008 
0.67364   0.010   8.646e-008   3.458e-008 
0.69990   0.010   1.183e-007   2.366e-008 
0.72353   0.010   9.380e-008   1.876e-008 
0.74991   0.010   8.183e-008   1.637e-008 
0.77347   0.010   8.524e-008   1.705e-008 
0.79715   0.010   5.433e-008   1.087e-008 
0.84984   0.010   5.432e-008   1.086e-008 
0.89705   0.010   4.134e-008   8.268e-009 
0.94848   0.010   2.461e-008   1.231e-008 
0.99826   0.010   4.304e-008   8.608e-009 
1.04827   0.010   2.937e-008   5.874e-009 
1.09819   0.010   2.896e-008   5.793e-009 
1.14813   0.010   2.668e-008   5.336e-009 
1.19800   0.010   3.273e-008   6.546e-009 
1.25064   0.010   4.015e-008   8.030e-009 
1.34908   0.010   4.124e-008   8.247e-009 
1.39890   0.010   6.040e-008   1.208e-008 
1.44734   0.010   8.727e-008   1.745e-008 
1.49857   0.010   1.210e-007   2.421e-008 
1.52348   0.010   1.445e-007   2.890e-008 
1.54841   0.010   1.656e-007   3.312e-008 
1.57195   0.010   1.898e-007   3.796e-008 
1.59958   0.010   2.857e-007   5.714e-008 
1.62307   0.010   3.963e-007   7.926e-008 
1.64655   0.010   5.966e-007   1.193e-007 
1.66032   0.010   8.623e-007   1.725e-007 
1.67281   0.010   8.390e-007   1.678e-007 
1.67828   0.010   1.164e-006   2.328e-007 
1.68653   0.010   1.550e-006   3.100e-007 
1.69617   0.010   2.036e-006   4.072e-007 
1.70869   0.010   1.682e-006   3.364e-007 
1.72404   0.010   1.148e-006   2.296e-007 
1.72827   0.010   8.619e-007   1.724e-007 
1.73807   0.010   5.647e-007   1.129e-007 
1.74788   0.010   3.750e-007   7.500e-008 
1.77171   0.010   1.294e-007   2.588e-008 
1.79553   0.010   4.651e-008   9.302e-009 
1.84848   0.010   1.519e-008   9.116e-009 
1.89690   0.010   2.482e-008   1.241e-008 
1.94689   0.010   1.789e-008   8.943e-009 
1.99679   0.010   1.941e-008   9.703e-009 
2.04809   0.010   1.994e-008   9.968e-009 
2.09500   0.010   5.109e-008   1.022e-008 
2.19611   0.010   8.119e-008   1.624e-008 
2.29461   0.010   6.704e-008   1.341e-008 
2.39307   0.010   6.258e-008   1.252e-008 
2.49419   0.010   9.547e-008   1.909e-008 
0.14843   90.000   3.467e-010   2.080e-010
0.19997   90.000   2.646e-009   5.292e-010
0.22118   90.000   4.193e-009   8.386e-010
0.24825   90.000   1.011e-008   2.023e-009
0.25959   90.000   1.362e-008   2.725e-009
0.27681   90.000   2.832e-008   5.664e-009
0.29936   90.000   4.194e-008   8.387e-009
0.30928   90.000   5.351e-008   1.070e-008
0.31784   90.000   7.209e-008   1.442e-008
0.32912   90.000   8.832e-008   1.766e-008
0.34045   90.000   1.174e-007   2.348e-008
0.35040   90.000   1.560e-007   3.120e-008
0.36030   90.000   1.964e-007   3.928e-008
0.36889   90.000   2.756e-007   5.511e-008
0.38030   90.000   4.027e-007   8.053e-008
0.39024   90.000   5.352e-007   1.070e-007
0.40015   90.000   6.737e-007   1.347e-007
0.41019   90.000   1.025e-006   2.051e-007
0.42017   90.000   1.439e-006   2.877e-007
0.42898   90.000   2.757e-006   5.515e-007
0.43777   90.000   5.143e-006   1.029e-006
0.44921   90.000   7.828e-006   1.566e-006
0.45214   90.000   9.723e-006   1.945e-006
0.46465   90.000   9.460e-006   1.892e-006
0.46865   90.000   7.411e-006   1.482e-006
0.47545   90.000   5.884e-006   1.177e-006
0.47947   90.000   4.672e-006   9.344e-007
0.49025   90.000   2.828e-006   5.657e-007
0.49969   90.000   1.857e-006   3.715e-007
0.52550   90.000   7.483e-007   1.497e-007
0.55028   90.000   5.047e-007   1.009e-007
0.57638   90.000   3.096e-007   6.191e-008
0.60127   90.000   2.457e-007   4.914e-008
0.62752   90.000   1.847e-007   3.693e-008
0.65244   90.000   1.526e-007   3.053e-008
0.67710   90.000   8.632e-008   1.726e-008
0.70229   90.000   1.057e-007   2.114e-008
0.72434   90.000   7.630e-008   1.526e-008
0.75070   90.000   6.749e-008   1.350e-008
0.77700   90.000   5.503e-008   1.101e-008
0.80068   90.000   5.651e-008   1.130e-008
0.85190   90.000   3.757e-008   7.514e-009
0.90073   90.000   4.415e-008   8.830e-009
0.95188   90.000   2.670e-008   8.009e-009
1.00174   90.000   1.874e-008   7.496e-009
1.05171   90.000   1.527e-008   6.109e-009
1.10073   90.000   2.354e-008   4.707e-009
1.15217   90.000   2.137e-008   4.275e-009
1.20104   90.000   2.652e-008   5.304e-009
1.25426   90.000   4.199e-008   8.397e-009
1.35290   90.000   3.193e-008   9.579e-009
1.40360   90.000   7.390e-008   1.478e-008
1.45336   90.000   4.469e-008   1.341e-008
1.50409   90.000   1.077e-007   2.155e-008
1.52796   90.000   1.451e-007   2.902e-008
1.55309   90.000   1.594e-007   3.188e-008
1.57830   90.000   2.006e-007   4.012e-008
1.60105   90.000   3.949e-007   7.897e-008
1.62774   90.000   5.538e-007   1.108e-007
1.65187   90.000   1.075e-006   2.151e-007
1.66461   90.000   1.449e-006   2.897e-007
1.67454   90.000   1.899e-006   3.799e-007
1.67881   90.000   2.175e-006   4.350e-007
1.68450   90.000   2.559e-006   5.118e-007
1.69592   90.000   3.842e-006   7.684e-007
1.70434   90.000   4.223e-006   8.447e-007
1.71415   90.000   4.643e-006   9.285e-007
1.72516   90.000   3.891e-006   7.782e-007
1.72924   90.000   3.397e-006   6.795e-007
1.73469   90.000   2.887e-006   5.774e-007
1.74558   90.000   2.029e-006   4.057e-007
1.75371   90.000   1.485e-006   2.970e-007
1.77980   90.000   8.864e-007   1.773e-007
1.80583   90.000   4.945e-007   9.889e-008
1.85553   90.000   2.757e-007   5.513e-008
1.90540   90.000   1.961e-007   3.923e-008
1.95685   90.000   1.806e-007   3.611e-008
2.00538   90.000   1.394e-007   2.788e-008
2.05540   90.000   1.215e-007   2.431e-008
2.10566   90.000   1.508e-007   3.016e-008
2.20449   90.000   1.504e-007   3.008e-008
2.30473   90.000   1.541e-007   3.082e-008
2.40493   90.000   1.496e-007   2.991e-008
2.50390   90.000   1.803e-007   3.607e-008
