0.7507000	90	5.57E-008	1.11E-008
0.7770000	90	4.54E-008	9.08E-009
0.8006800	90	4.66E-008	9.32E-009
0.8519000	90	3.10E-008	6.20E-009
0.9007300	90	3.64E-008	7.28E-009
0.9518800	90	2.20E-008	6.61E-009
1.0017400	90	1.55E-008	6.18E-009
1.0517100	90	1.26E-008	5.04E-009
1.1007300	90	1.94E-008	3.88E-009
1.1521700	90	1.76E-008	3.53E-009
1.2010400	90	2.19E-008	4.38E-009
1.2542600	90	3.46E-008	6.93E-009
1.3529000	90	2.63E-008	7.90E-009
1.4036000	90	6.10E-008	1.22E-008
1.4533600	90	3.69E-008	1.11E-008
1.5040900	90	8.88E-008	1.78E-008
1.5279600	90	1.20E-007	2.39E-008
1.5530900	90	1.31E-007	2.63E-008
1.5783000	90	1.65E-007	3.31E-008
1.6010500	90	3.26E-007	6.51E-008
1.6277400	90	4.57E-007	9.14E-008
1.6518700	90	8.87E-007	1.77E-007
1.6646100	90	1.20E-006	2.39E-007
1.6745400	90	1.57E-006	3.13E-007
1.6788100	90	1.79E-006	3.59E-007
1.6845000	90	2.11E-006	4.22E-007
1.6959200	90	3.17E-006	6.34E-007
1.7043400	90	3.48E-006	6.97E-007
1.7141500	90	3.83E-006	7.66E-007
1.7251600	90	3.21E-006	6.42E-007
1.7292400	90	2.80E-006	5.61E-007
1.7346900	90	2.38E-006	4.76E-007
1.7455800	90	1.67E-006	3.35E-007
1.7537100	90	1.22E-006	2.45E-007
1.7798000	90	7.31E-007	1.46E-007
1.8058300	90	4.08E-007	8.16E-008
1.8555300	90	2.27E-007	4.55E-008
1.9054000	90	1.62E-007	3.24E-008
1.9568500	90	1.49E-007	2.98E-008
2.0053800	90	1.15E-007	2.30E-008
2.0554000	90	1.00E-007	2.01E-008
2.1056600	90	1.24E-007	2.49E-008
2.2044900	90	1.24E-007	2.48E-008
2.3047300	90	1.27E-007	2.54E-008
2.4049300	90	1.23E-007	2.47E-008
2.5039000	90	1.49E-007	2.98E-008
