0.33717	89.1	1.95E+000	5.48E-002
0.36696	89.1	1.63E+000	4.75E-002
0.39721	89.1	1.32E+000	3.47E-002
0.40699	89.1	1.21E+000	3.84E-002
0.41722	89.1	1.03E+000	3.29E-002
0.42699	89.1	8.30E-001	2.56E-002
0.43210	89.1	7.26E-001	2.92E-002
0.43722	89.1	5.64E-001	2.38E-002
0.44233	89.1	4.12E-001	2.38E-002
0.44837	89.1	2.53E-001	1.83E-002
0.45256	89.1	1.80E-001	2.01E-002
0.45722	89.1	2.31E-001	1.65E-002
0.46236	89.1	4.43E-001	3.11E-002
0.46749	89.1	6.35E-001	3.11E-002
0.47263	89.1	8.30E-001	2.38E-002
0.47776	89.1	9.77E-001	3.29E-002
0.48289	89.1	1.03E+000	2.56E-002
0.48801	89.1	1.07E+000	3.29E-002
0.49779	89.1	1.10E+000	2.92E-002
0.51782	89.1	1.05E+000	3.11E-002
0.53784	89.1	9.82E-001	2.92E-002
0.55786	89.1	9.27E-001	2.74E-002
0.57835	89.1	8.17E-001	2.19E-002
0.60815	89.1	7.50E-001	2.19E-002
0.63795	89.1	6.82E-001	1.64E-002
0.70086	89.1	5.87E-001	1.99E-002
1.63330	89.1	1.77E-001	5.24E-003
1.66340	89.1	1.99E-001	5.24E-003
1.67370	89.1	2.37E-001	4.19E-003
1.68410	89.1	2.30E-001	4.20E-003
1.69350	89.1	2.15E-001	5.24E-003
1.70200	89.1	1.68E-001	5.24E-003
1.71360	89.1	1.12E-001	5.24E-003
1.72410	89.1	7.97E-002	3.15E-003
1.73340	89.1	9.55E-002	4.20E-003
1.74370	89.1	1.52E-001	6.29E-003
1.75280	89.1	2.22E-001	5.24E-003
1.76210	89.1	2.37E-001	5.24E-003
1.77350	89.1	2.47E-001	5.24E-003
1.79330	89.1	2.45E-001	6.29E-003
1.89330	89.1	1.98E-001	5.24E-003
1.99330	89.1	1.78E-001	6.29E-003
0.70024	118.9	4.00E-001	5.35E-003
0.75028	118.9	3.61E-001	8.57E-003
0.79925	118.9	3.36E-001	7.49E-003
0.84929	118.9	2.98E-001	6.42E-003
0.89719	118.9	2.82E-001	6.42E-003
0.94718	118.9	2.64E-001	6.42E-003
0.99507	118.9	2.56E-001	6.42E-003
1.04610	118.9	2.48E-001	6.42E-003
1.14500	118.9	2.24E-001	4.28E-003
1.24490	118.9	2.03E-001	6.42E-003
1.34590	118.9	1.86E-001	5.35E-003
1.44480	118.9	1.74E-001	4.44E-003
1.54470	118.9	1.62E-001	4.15E-003
1.59360	118.9	1.48E-001	3.80E-003
1.61340	118.9	1.39E-001	3.55E-003
1.63320	118.9	1.25E-001	3.20E-003
1.65200	118.9	9.93E-002	2.54E-003
1.66350	118.9	7.47E-002	1.91E-003
1.67290	118.9	4.91E-002	1.26E-003
1.68340	118.9	2.55E-002	6.53E-004
1.68860	118.9	2.34E-002	5.99E-004
1.69280	118.9	2.66E-002	6.81E-004
1.70310	118.9	4.81E-002	1.23E-003
1.71340	118.9	8.56E-002	2.19E-003
1.72270	118.9	1.33E-001	5.35E-003
1.73290	118.9	1.94E-001	4.28E-003
1.74220	118.9	2.38E-001	6.42E-003
1.75250	118.9	2.56E-001	5.35E-003
1.76300	118.9	2.40E-001	5.35E-003
1.77240	118.9	2.27E-001	5.35E-003
1.79220	118.9	2.09E-001	5.35E-003
1.89320	118.9	1.73E-001	5.35E-003
1.99310	118.9	1.59E-001	6.42E-003
0.29716	146.9	7.57E-001	1.10E-002
0.33670	146.9	5.34E-001	9.19E-003
0.36695	146.9	4.15E-001	1.16E-002
0.39672	146.9	2.72E-001	7.61E-003
0.40696	146.9	2.15E-001	6.01E-003
0.41673	146.9	1.63E-001	4.57E-003
0.42650	146.9	1.14E-001	3.18E-003
0.43162	146.9	9.33E-002	2.61E-003
0.43674	146.9	8.60E-002	2.41E-003
0.44187	146.9	1.19E-001	3.33E-003
0.44794	146.9	2.16E-001	1.29E-002
0.45216	146.9	3.74E-001	2.02E-002
0.45733	146.9	6.06E-001	2.02E-002
0.46250	146.9	8.15E-001	1.65E-002
0.46717	146.9	9.00E-001	1.10E-002
0.47230	146.9	9.29E-001	9.18E-003
0.47696	146.9	9.23E-001	1.29E-002
0.48253	146.9	8.59E-001	1.29E-002
0.48765	146.9	8.24E-001	9.19E-003
0.49741	146.9	7.30E-001	1.10E-002
0.50718	146.9	6.61E-001	9.18E-003
0.51741	146.9	6.15E-001	7.35E-003
0.53742	146.9	5.28E-001	9.18E-003
0.55744	146.9	4.75E-001	7.35E-003
0.57699	146.9	4.42E-001	7.35E-003
0.60679	146.9	3.96E-001	9.18E-003
0.63705	146.9	3.55E-001	7.35E-003
0.69995	146.9	3.17E-001	6.44E-003
0.74786	146.9	2.80E-001	6.44E-003
0.79678	146.9	2.68E-001	6.44E-003
0.84676	146.9	2.44E-001	6.44E-003
0.89567	146.9	2.36E-001	6.44E-003
0.94563	146.9	2.24E-001	5.37E-003
0.99559	146.9	2.15E-001	5.37E-003
1.04350	146.9	2.11E-001	5.91E-003
1.14340	146.9	1.92E-001	5.37E-003
1.24220	146.9	1.81E-001	5.07E-003
1.34310	146.9	1.80E-001	5.05E-003
1.54190	146.9	1.76E-001	5.37E-003
1.59180	146.9	1.70E-001	4.76E-003
1.63140	146.9	1.45E-001	4.07E-003
1.65020	146.9	9.80E-002	4.29E-003
1.66070	146.9	6.26E-002	4.29E-003
1.67010	146.9	1.11E-002	3.10E-004
1.67950	146.9	2.50E-003	7.01E-005
1.68980	146.9	7.12E-002	6.44E-003
1.69990	146.9	2.49E-001	9.66E-003
1.70900	146.9	4.14E-001	1.18E-002
1.71920	146.9	5.89E-001	7.52E-003
1.72960	146.9	5.94E-001	1.18E-002
1.73910	146.9	4.79E-001	8.59E-003
1.74980	146.9	3.13E-001	9.66E-003
1.75930	146.9	2.11E-001	7.52E-003
1.76980	146.9	1.45E-001	7.51E-003
1.78960	146.9	9.72E-002	2.72E-003
1.88950	146.9	9.30E-002	5.37E-003
1.99150	146.9	9.85E-002	2.76E-003
