499.999 eV    2.144E-01  7.991E-02   34.59 um    17.66 um    14.54 um  
549.999 eV    2.249E-01  7.676E-02   37.79 um    18.88 um    15.64 um  
599.999 eV    2.349E-01  7.389E-02   40.96 um    20.04 um    16.70 um  
649.999 eV    2.445E-01  7.128E-02   44.10 um    21.16 um    17.73 um  
699.999 eV    2.537E-01  6.889E-02   47.21 um    22.23 um    18.73 um  
799.999 eV    2.712E-01  6.464E-02   53.35 um    24.24 um    20.65 um  
899.999 eV    2.877E-01  6.098E-02   59.37 um    26.11 um    22.46 um  
999.999 eV    3.033E-01  5.779E-02   65.28 um    27.84 um    24.17 um  
   1.10 keV   3.181E-01  5.497E-02   71.09 um    29.46 um    25.80 um  
   1.20 keV   3.322E-01  5.247E-02   76.80 um    30.98 um    27.35 um  
   1.30 keV   3.458E-01  5.022E-02   82.40 um    32.41 um    28.83 um  
   1.40 keV   3.588E-01  4.819E-02   87.92 um    33.75 um    30.25 um  
   1.50 keV   3.714E-01  4.635E-02   93.35 um    35.02 um    31.60 um  
   1.60 keV   3.836E-01  4.466E-02   98.70 um    36.22 um    32.91 um  
   1.70 keV   3.954E-01  4.312E-02  103.96 um    37.36 um    34.16 um  
   1.80 keV   4.069E-01  4.169E-02  109.14 um    38.44 um    35.36 um  
   2.00 keV   4.289E-01  3.915E-02  119.29 um    40.45 um    37.65 um  
   2.25 keV   4.538E-01  3.644E-02  131.61 um    42.73 um    40.29 um  
   2.50 keV   4.773E-01  3.413E-02  143.56 um    44.78 um    42.73 um  
   2.75 keV   4.996E-01  3.214E-02  155.17 um    46.64 um    45.00 um  
   3.00 keV   5.208E-01  3.040E-02  166.47 um    48.34 um    47.12 um  
   3.25 keV   5.411E-01  2.886E-02  177.49 um    49.89 um    49.11 um  
   3.50 keV   5.606E-01  2.749E-02  188.24 um    51.33 um    50.98 um  
   3.75 keV   5.793E-01  2.626E-02  198.74 um    52.67 um    52.75 um  
   4.00 keV   5.974E-01  2.515E-02  209.01 um    53.91 um    54.42 um  
   4.50 keV   6.318E-01  2.323E-02  228.93 um    56.18 um    57.52 um  
   5.00 keV   6.641E-01  2.161E-02  248.08 um    58.18 um    60.33 um  
   5.50 keV   6.947E-01  2.023E-02  266.57 um    59.96 um    62.91 um  
   6.00 keV   7.237E-01  1.903E-02  284.45 um    61.57 um    65.29 um  
   6.50 keV   7.513E-01  1.798E-02  301.79 um    63.02 um    67.49 um  
   7.00 keV   7.776E-01  1.706E-02  318.63 um    64.35 um    69.54 um  
   8.00 keV   8.270E-01  1.550E-02  351.03 um    66.76 um    73.26 um  
   9.00 keV   8.726E-01  1.422E-02  381.90 um    68.82 um    76.56 um  
  10.00 keV   9.150E-01  1.316E-02  411.49 um    70.62 um    79.52 um  
  11.00 keV   9.545E-01  1.226E-02  439.96 um    72.21 um    82.20 um  
  12.00 keV   9.914E-01  1.149E-02  467.45 um    73.63 um    84.66 um  
  13.00 keV   1.026E+00  1.082E-02  494.09 um    74.91 um    86.92 um  
  14.00 keV   1.059E+00  1.023E-02  519.96 um    76.08 um    89.01 um  
  15.00 keV   1.089E+00  9.710E-03  545.16 um    77.15 um    90.96 um  
  16.00 keV   1.118E+00  9.243E-03  569.74 um    78.13 um    92.79 um  
  17.00 keV   1.145E+00  8.823E-03  593.77 um    79.04 um    94.50 um  
  18.00 keV   1.171E+00  8.443E-03  617.31 um    79.89 um    96.12 um  
  20.00 keV   1.218E+00  7.782E-03  663.06 um    81.55 um    99.12 um  
  22.50 keV   1.271E+00  7.100E-03  718.17 um    83.44 um   102.47 um  
  25.00 keV   1.316E+00  6.537E-03  771.35 um    85.11 um   105.49 um  
  27.50 keV   1.355E+00  6.063E-03  822.97 um    86.60 um   108.24 um  
  30.00 keV   1.390E+00  5.659E-03  873.30 um    87.96 um   110.77 um  
  32.50 keV   1.420E+00  5.310E-03  922.57 um    89.20 um   113.12 um  
  35.00 keV   1.446E+00  5.005E-03  970.94 um    90.36 um   115.32 um  
  37.50 keV   1.468E+00  4.735E-03    1.02 mm    91.43 um   117.39 um  
  40.00 keV   1.487E+00  4.496E-03    1.07 mm    92.45 um   119.35 um  
  45.00 keV   1.516E+00  4.088E-03    1.16 mm    94.77 um   123.01 um  
  50.00 keV   1.536E+00  3.753E-03    1.25 mm    96.90 um   126.39 um  
  55.00 keV   1.548E+00  3.472E-03    1.34 mm    98.90 um   129.55 um  
  60.00 keV   1.554E+00  3.233E-03    1.43 mm   100.79 um   132.54 um  
  65.00 keV   1.553E+00  3.028E-03    1.52 mm   102.59 um   135.40 um  
  70.00 keV   1.549E+00  2.848E-03    1.61 mm   104.34 um   138.15 um  
  80.00 keV   1.528E+00  2.551E-03    1.79 mm   109.23 um   143.43 um  
  90.00 keV   1.497E+00  2.313E-03    1.98 mm   113.97 um   148.51 um  
 100.00 keV   1.460E+00  2.119E-03    2.17 mm   118.65 um   153.48 um  
 110.00 keV   1.418E+00  1.956E-03    2.36 mm   123.34 um   158.42 um  
 120.00 keV   1.376E+00  1.819E-03    2.56 mm   128.07 um   163.35 um  
 130.00 keV   1.332E+00  1.700E-03    2.77 mm   132.87 um   168.33 um  
 140.00 keV   1.290E+00  1.597E-03    2.98 mm   137.77 um   173.38 um  
 150.00 keV   1.249E+00  1.507E-03    3.20 mm   142.78 um   178.52 um  
 160.00 keV   1.209E+00  1.427E-03    3.43 mm   147.91 um   183.78 um  
 170.00 keV   1.171E+00  1.355E-03    3.67 mm   153.17 um   189.16 um  
 180.00 keV   1.135E+00  1.291E-03    3.91 mm   158.56 um   194.69 um  
 200.00 keV   1.068E+00  1.180E-03    4.42 mm   177.23 um   206.19 um  
 225.00 keV   9.943E-01  1.067E-03    5.11 mm   205.41 um   221.50 um  
 250.00 keV   9.304E-01  9.753E-04    5.84 mm   233.60 um   237.90 um  
 275.00 keV   8.747E-01  8.987E-04    6.61 mm   262.00 um   255.44 um  
 300.00 keV   8.260E-01  8.339E-04    7.44 mm   290.74 um   274.13 um  
 325.00 keV   7.830E-01  7.783E-04    8.32 mm   319.87 um   293.97 um  
 350.00 keV   7.448E-01  7.301E-04    9.24 mm   349.41 um   314.95 um  
 375.00 keV   7.107E-01  6.878E-04   10.20 mm   379.39 um   337.05 um  
 400.00 keV   6.801E-01  6.505E-04   11.21 mm   409.80 um   360.25 um  
 450.00 keV   6.272E-01  5.873E-04   13.37 mm   518.54 um   409.89 um  
 500.00 keV   5.831E-01  5.359E-04   15.69 mm   622.14 um   463.69 um  
 550.00 keV   5.457E-01  4.932E-04   18.18 mm   723.47 um   521.46 um  
 600.00 keV   5.134E-01  4.571E-04   20.84 mm   823.94 um   583.04 um  
 650.00 keV   4.853E-01  4.262E-04   23.66 mm   924.35 um   648.31 um  
 700.00 keV   4.604E-01  3.995E-04   26.63 mm     1.03 mm   717.15 um  
 800.00 keV   4.184E-01  3.553E-04   33.05 mm     1.39 mm   865.20 um  
 900.00 keV   3.839E-01  3.204E-04   40.07 mm     1.72 mm     1.03 mm  
   1.00 MeV   3.549E-01  2.920E-04   47.69 mm     2.05 mm     1.20 mm  
   1.10 MeV   3.295E-01  2.685E-04   55.92 mm     2.38 mm     1.39 mm  
   1.20 MeV   3.044E-01  2.486E-04   64.80 mm     2.71 mm     1.59 mm  
   1.30 MeV   2.852E-01  2.316E-04   74.35 mm     3.05 mm     1.81 mm  
   1.40 MeV   2.689E-01  2.169E-04   84.51 mm     3.40 mm     2.04 mm  
   1.50 MeV   2.545E-01  2.040E-04   95.27 mm     3.75 mm     2.28 mm  
   1.60 MeV   2.418E-01  1.927E-04  106.61 mm     4.11 mm     2.53 mm  
   1.70 MeV   2.305E-01  1.826E-04  118.53 mm     4.47 mm     2.80 mm  
   1.80 MeV   2.204E-01  1.735E-04  131.01 mm     4.84 mm     3.08 mm  
   2.00 MeV   2.031E-01  1.580E-04  157.61 mm     6.19 mm     3.68 mm  
   2.25 MeV   1.853E-01  1.423E-04  193.88 mm     8.11 mm     4.48 mm  
   2.50 MeV   1.708E-01  1.295E-04  233.43 mm     9.93 mm     5.36 mm  
   2.75 MeV   1.586E-01  1.189E-04  276.18 mm    11.71 mm     6.30 mm  
   3.00 MeV   1.481E-01  1.100E-04  322.09 mm    13.48 mm     7.31 mm  
   3.25 MeV   1.391E-01  1.024E-04  371.10 mm    15.25 mm     8.39 mm  
   3.50 MeV   1.312E-01  9.582E-05  423.17 mm    17.04 mm     9.52 mm  
   3.75 MeV   1.243E-01  9.007E-05  478.26 mm    18.85 mm    10.72 mm  
   4.00 MeV   1.181E-01  8.499E-05  536.35 mm    20.68 mm    11.98 mm  
   4.50 MeV   1.075E-01  7.645E-05  661.28 mm    27.42 mm    14.68 mm  
   5.00 MeV   9.877E-02  6.954E-05  797.88 mm    33.77 mm    17.61 mm  
   5.50 MeV   9.148E-02  6.381E-05  945.93 mm    39.98 mm    20.77 mm  
   6.00 MeV   8.527E-02  5.900E-05    1.11 m     46.16 mm    24.16 mm  
   6.50 MeV   7.991E-02  5.488E-05    1.28 m     52.37 mm    27.78 mm  
   7.00 MeV   7.524E-02  5.133E-05    1.46 m     58.63 mm    31.61 mm  
   8.00 MeV   6.748E-02  4.549E-05    1.85 m     81.56 mm    39.93 mm  
   9.00 MeV   6.128E-02  4.089E-05    2.29 m    103.00 mm    49.09 mm  
  10.00 MeV   5.621E-02  3.716E-05    2.77 m    124.00 mm    59.09 mm  
  11.00 MeV   5.197E-02  3.408E-05    3.29 m    144.95 mm    69.89 mm  
  12.00 MeV   4.838E-02  3.149E-05    3.85 m    166.06 mm    81.50 mm  
  13.00 MeV   4.529E-02  2.928E-05    4.45 m    187.43 mm    93.89 mm  
  14.00 MeV   4.260E-02  2.737E-05    5.09 m    209.13 mm   107.05 mm  
  15.00 MeV   4.024E-02  2.571E-05    5.77 m    231.18 mm   120.98 mm  
  16.00 MeV   3.816E-02  2.424E-05    6.49 m    253.61 mm   135.65 mm  
  17.00 MeV   3.629E-02  2.293E-05    7.25 m    276.41 mm   151.07 mm  
  18.00 MeV   3.462E-02  2.177E-05    8.04 m    299.61 mm   167.22 mm  
  20.00 MeV   3.173E-02  1.977E-05    9.74 m    386.39 mm   201.69 mm  
  22.50 MeV   2.879E-02  1.776E-05   12.07 m    510.62 mm   248.74 mm  
  25.00 MeV   2.640E-02  1.613E-05   14.62 m    628.50 mm   300.10 mm  
  27.50 MeV   2.440E-02  1.478E-05   17.40 m    744.19 mm   355.66 mm  
  30.00 MeV   2.272E-02  1.365E-05   20.39 m    859.52 mm   415.32 mm  
  32.50 MeV   2.128E-02  1.268E-05   23.59 m    975.42 mm   478.99 mm  
  35.00 MeV   2.002E-02  1.185E-05   27.00 m      1.09 m    546.58 mm  
  37.50 MeV   1.893E-02  1.112E-05   30.61 m      1.21 m    618.02 mm  
  40.00 MeV   1.796E-02  1.048E-05   34.43 m      1.33 m    693.24 mm  
  45.00 MeV   1.632E-02  9.409E-06   42.65 m      1.78 m    854.76 mm  
  50.00 MeV   1.499E-02  8.541E-06   51.65 m      2.20 m      1.03 m   
  55.00 MeV   1.389E-02  7.824E-06   61.41 m      2.60 m      1.22 m   
  60.00 MeV   1.296E-02  7.222E-06   71.90 m      3.01 m      1.42 m   
  65.00 MeV   1.217E-02  6.709E-06   83.11 m      3.41 m      1.64 m   
  70.00 MeV   1.148E-02  6.266E-06   95.03 m      3.82 m      1.87 m   
  80.00 MeV   1.034E-02  5.540E-06  120.87 m      5.31 m      2.36 m   
  90.00 MeV   9.450E-03  4.970E-06  149.35 m      6.69 m      2.90 m   
 100.00 MeV   8.726E-03  4.509E-06  180.36 m      8.03 m      3.48 m
